event_id,canonical_target,clean_outlet,passage_mentions,dominant_sentiment,dominant_framing,%_Negative,%_Positive,%_Neutral
EVT_00506,Ramesh Khatik (Karera MLA),the_times_of_india,1,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00506,Reliance Group,the_times_of_india,2,Neutral/Mixed,Data Breach,0.0,0.0,100.0
EVT_00506,Reliance Infrastructure,the_times_of_india,1,Neutral/Mixed,Data Breach,0.0,0.0,100.0
EVT_00506,Security Authorities or Agencies,the_times_of_india,1,Negative,Violence,100.0,0.0,0.0
EVT_00506,Trade Agreements,the_times_of_india,1,Positive,Economic Growth,0.0,100.0,0.0
EVT_00506,Trade and Economic Cooperation,the_times_of_india,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00506,Transit/Infrastructure,hindustan_times,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00506,UK,the_times_of_india,2,Positive,Development,0.0,100.0,0.0
EVT_00506,UK Government,hindustan_times,2,Positive,Development,0.0,50.0,50.0
EVT_00506,UK Government,the_times_of_india,2,Positive,Development,0.0,100.0,0.0
EVT_00506,Users Sharing Opinion,the_times_of_india,1,Positive,Development,0.0,100.0,0.0
EVT_00506,WorldLeaks,the_times_of_india,1,Neutral/Mixed,Corruption,0.0,0.0,100.0
EVT_00516,AISA (All India Secular Alliance) activists,the_times_of_india,1,Positive,Solidarity and Support,0.0,100.0,0.0
EVT_00516,"AISA activists, Cockroach Janta Party",the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,"Aameen, Manish and others (group)",the_times_of_india,1,Negative,Health Crisis,100.0,0.0,0.0
EVT_00516,Abhijeet Dipke,hindustan_times,2,Negative,Protest,100.0,0.0,0.0
EVT_00516,Activists,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,BJP,hindustan_times,1,Positive,Political Strategy,0.0,100.0,0.0
EVT_00516,Bhim Army Chief,the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,CJP (Citizens' Joint Programme),the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,CJP (People's Democratic Party or a similar organization),the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,CJP (presumably Committee for Jallianwala Bagh),hindustan_times,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,Cockroach Janata Party (CJP),the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,Delhi High Court,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00516,Delhi Police,hindustan_times,3,Neutral/Mixed,Healthcare Provision,33.3,0.0,66.7
EVT_00516,Delhi Police personnel,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00516,Doctors,the_times_of_india,1,Neutral/Mixed,Health Care,0.0,0.0,100.0
EVT_00516,India,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,India government,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,Kunal Kamra and Chandrashekhar Azad,the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,Neha,the_times_of_india,1,Negative,Health Crisis,100.0,0.0,0.0
EVT_00516,New Delhi district,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00516,Pawan Khera,the_times_of_india,1,Positive,Solidarity,0.0,100.0,0.0
EVT_00516,Police,hindustan_times,2,Negative,Technology and Surveillance,50.0,0.0,50.0
EVT_00516,Police Headquarters,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00516,Political Leaders,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,Political Prisoner,the_times_of_india,1,Neutral/Mixed,Health Monitoring & Welfare,0.0,0.0,100.0
EVT_00516,Politician (unnamed in text),the_times_of_india,1,Positive,Development,0.0,100.0,0.0
EVT_00516,Powers To Be,the_times_of_india,1,Negative,Violence,100.0,0.0,0.0
EVT_00516,Protest Movement,the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,Protestors,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00516,Shashi Tharoor,the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00516,Sonam,the_times_of_india,1,Negative,Healthcare,100.0,0.0,0.0
EVT_00516,Sonam Wangchuk,hindustan_times,2,Negative,Health Care & Medical,50.0,0.0,50.0
EVT_00516,Sonam Wangchuk,the_times_of_india,1,Negative,Health & Wellbeing,100.0,0.0,0.0
EVT_00516,Sonam Wangchuk (Climate Activist),the_times_of_india,1,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00516,"Sunetra Pawar, Parth",hindustan_times,1,Negative,Policy and Implementation Obstruction,100.0,0.0,0.0
EVT_00516,Tharoor,the_times_of_india,1,Positive,Education Reform,0.0,100.0,0.0
EVT_00516,Wangchuk,hindustan_times,4,Negative,Protest,100.0,0.0,0.0
EVT_00516,Wangchuk,the_times_of_india,5,Neutral/Mixed,Health & Medicine,40.0,20.0,40.0
EVT_00516,Wangchuk (politician),hindustan_times,1,Negative,Healthcare Access & Quality,100.0,0.0,0.0
EVT_00516,government,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00516,police,hindustan_times,4,Negative,Violence,100.0,0.0,0.0
EVT_00516,unknown politician or party,the_times_of_india,1,Positive,Inspiration and Support during a Protest/Struggle,0.0,100.0,0.0
EVT_00534,AAP,theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,AAP (Aam Aadmi Party),theprint,1,Negative,Corruption,100.0,0.0,0.0
EVT_00534,Aaditya Thackeray,theprint,1,Negative,Protest Opposition,100.0,0.0,0.0
EVT_00534,Abhijeet Dipke,the_times_of_india,1,Negative,Health Issues & Activism,100.0,0.0,0.0
EVT_00534,Adhir Ranjan Chowdhury (West Bengal Congress president),theprint,1,Negative,Policy,100.0,0.0,0.0
EVT_00534,Akhilesh Yadav,theprint,1,Neutral/Mixed,Protest Support,0.0,0.0,100.0
EVT_00534,Anna Hazare,the_hindu,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00534,Anna Hazare,theprint,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,Arvind Kejriwal,theprint,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,CJP (Centre of Justice and Peace),theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,CJP and Abhijeet Dipke,the_hindu,1,Negative,Counter-Protest Strategy,100.0,0.0,0.0
EVT_00534,CJP leaders (Abhijeet Dipke and Saurav Das),theprint,1,Positive,Protest and Accountability,0.0,100.0,0.0
EVT_00534,CPI,theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,CPI(ML)-Liberation,theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Centre (Indian Government),theprint,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00534,Cockroach Janata Party,the_times_of_india,1,Neutral/Mixed,Protest,0.0,0.0,0.0
EVT_00534,Cockroach Janata Party (CJP) and Abhijeet Dipke,the_hindu,1,Negative,Protest & Counter-Protest,100.0,0.0,0.0
EVT_00534,Cockroach Janta Party,the_hindu,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,Cockroach Janta Party (CJP),theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Congress,theprint,4,Negative,Protest,100.0,0.0,0.0
EVT_00534,Congress Party,theprint,2,Negative,Election Strategy,100.0,0.0,0.0
EVT_00534,Congress leader,theprint,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,Congress leadership,theprint,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00534,DMK,theprint,1,Neutral/Mixed,Protest,0.0,0.0,0.0
EVT_00534,Das,theprint,1,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00534,Dharmendra Pradhan,theprint,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,Hope,the_hindu,1,Positive,Development,0.0,100.0,0.0
EVT_00534,Hunger Strike Participants,the_hindu,1,Negative,Protest,100.0,0.0,0.0
EVT_00534,Mamata Banerjee,theprint,1,Neutral/Mixed,Protest Support,0.0,0.0,100.0
EVT_00534,Mr. Wangchuk’s wife,the_hindu,1,Negative,Violence,100.0,0.0,0.0
EVT_00534,Party,the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Rashtriya Janata Dal (RJD),theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Samajwadi Party,theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Shashi Tharoor,theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Shiv Sena (UBT),theprint,3,Positive,Protest,0.0,66.7,33.3
EVT_00534,Sonam Wangchuk,the_hindu,1,Negative,Protest and Health Concerns,100.0,0.0,0.0
EVT_00534,Sonam Wangchuk,the_times_of_india,2,Negative,Protest,100.0,0.0,0.0
EVT_00534,Sonam Wangchuk,theprint,1,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00534,The Cockroach Janta Party (CJP),the_times_of_india,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Trinamool Congress (TMC),theprint,1,Positive,Protest,0.0,100.0,0.0
EVT_00534,Unknown,the_times_of_india,1,Neutral/Mixed,Healthcare Policy,0.0,0.0,100.0
EVT_00534,Various individuals/actors,the_times_of_india,1,Neutral/Mixed,Legal Proceedings,0.0,0.0,100.0
EVT_00534,Wangchuk,the_times_of_india,2,Negative,Health Crisis,100.0,0.0,0.0
EVT_00534,Wangchuk,theprint,2,Negative,Protest,100.0,0.0,0.0
EVT_00534,authorities,the_times_of_india,1,Neutral/Mixed,Healthcare and Welfare,0.0,0.0,100.0
EVT_00543,Abhishek,hindustan_times,3,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Abhishek Banerjee,hindustan_times,1,Negative,Election Strategy,100.0,0.0,0.0
EVT_00543,Abhishek Banerjee,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00543,Abhishek Banerjee (TMC national general secretary),the_times_of_india,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Anubrata Mondal,hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,BJP,hindustan_times,1,Negative,Protection,100.0,0.0,0.0
EVT_00543,Bengal BJP's chief spokesperson Debjit Sarkar,hindustan_times,1,Negative,Election Strategy,100.0,0.0,0.0
EVT_00543,CBI (Central Bureau of Investigation),the_times_of_india,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00543,ED (Economic Development Commission),the_times_of_india,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,ED (Enforcement Directorate),the_times_of_india,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,ED (Ethics and Dispute),the_times_of_india,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Family-controlled politics,hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Madan Mitra,hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Mamata Banerjee,hindustan_times,4,Negative,Violence,75.0,0.0,25.0
EVT_00543,Mamata Banerjee,the_times_of_india,2,Negative,Political Split,100.0,0.0,0.0
EVT_00543,Mamata Banerjee (TMC),hindustan_times,1,Negative,Protest,100.0,0.0,0.0
EVT_00543,Mamata ji,the_times_of_india,1,Positive,Leadership and Mobilization,0.0,100.0,0.0
EVT_00543,Mitra,hindustan_times,3,Negative,Corruption,66.7,0.0,33.3
EVT_00543,Mitra,the_times_of_india,2,Negative,Development,50.0,0.0,50.0
EVT_00543,Mitra's Family,hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Mitras (implied as referring to the political family),hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00543,Mitria Mitra,hindustan_times,1,Positive,Rebellion Against Family Politics,0.0,100.0,0.0
EVT_00543,Mitro,hindustan_times,1,Neutral/Mixed,Political Disengagement,0.0,0.0,100.0
EVT_00543,Shivraj Chavan (assuming it's about a politician who resigned from Trinamool),the_times_of_india,1,Negative,Resignation and Party Affiliation,100.0,0.0,0.0
EVT_00543,Tanmay Chatterjee,hindustan_times,1,Positive,Expertise Development,0.0,100.0,0.0
EVT_00543,Trinamool Congress,the_times_of_india,2,Negative,Policy,50.0,0.0,50.0
EVT_00543,Users,the_times_of_india,2,Neutral/Mixed,Participation and Engagement,0.0,0.0,100.0
EVT_00543,party,the_times_of_india,1,Negative,Corruption,100.0,0.0,0.0
EVT_00561,Anand Prakash,hindustan_times,1,Negative,Protest,100.0,0.0,0.0
EVT_00561,Central Government,hindustan_times,1,Positive,Policy,0.0,100.0,0.0
EVT_00561,Centre,hindustan_times,1,Neutral/Mixed,Election Strategy,0.0,0.0,100.0
EVT_00561,DGMA,india_today,2,Neutral/Mixed,Safety Measures,0.0,0.0,100.0
EVT_00561,DGMA (Designated Government Management Agency),hindustan_times,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00561,Directorate General of Maritime Administration,india_today,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00561,Directorate General of Maritime Administration (DGMA),india_today,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00561,Emergency Response Agencies,india_today,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00561,Global Security/US Policy,india_today,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00561,Government,hindustan_times,4,Positive,Law & Order,25.0,50.0,25.0
EVT_00561,Government,india_today,1,Negative,Policy,100.0,0.0,0.0
EVT_00561,Government/Centre,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00561,Government/Politician,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00561,HT News Desk,hindustan_times,3,Neutral/Mixed,News Coverage,0.0,0.0,100.0
EVT_00561,Hindustan Times,hindustan_times,2,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00561,India,hindustan_times,4,Negative,Law & Order,50.0,0.0,50.0
EVT_00561,India,india_today,1,Neutral/Mixed,Election Strategy,0.0,0.0,100.0
EVT_00561,India's maritime regulator,the_times_of_india,1,Negative,Policy,100.0,0.0,0.0
EVT_00561,Indian Consulate in Dubai,hindustan_times,1,Neutral/Mixed,Violence,0.0,0.0,100.0
EVT_00561,Indian Government,hindustan_times,8,Neutral/Mixed,Violence,25.0,25.0,50.0
EVT_00561,Indian Government or Diplomatic Agencies,hindustan_times,1,Neutral/Mixed,Cooperation and International Relations,0.0,0.0,100.0
EVT_00561,Indian Seafarers,hindustan_times,2,Negative,Election Strategy,100.0,0.0,0.0
EVT_00561,Indian Seafarers,the_times_of_india,1,Neutral/Mixed,Safety & Security,0.0,0.0,100.0
EVT_00561,Indian government,hindustan_times,2,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00561,Indian nationals (specific individuals - Rohan Kumar and Herambh Karmarkar),hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00561,Iran,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00561,Karishma Ayaldasani,hindustan_times,1,Neutral/Mixed,Professionalism,0.0,0.0,100.0
EVT_00561,Maritime Authorities,hindustan_times,1,Neutral/Mixed,Coordination,0.0,0.0,100.0
EVT_00561,Minister,hindustan_times,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00561,News Desk,hindustan_times,1,Neutral/Mixed,Accuracy & Relevance,0.0,0.0,100.0
EVT_00561,Political Leaders,hindustan_times,1,Negative,Security Crisis,100.0,0.0,0.0
EVT_00561,Port Authorities,india_today,1,Neutral/Mixed,Security & Safety,0.0,0.0,100.0
EVT_00561,Regulator,hindustan_times,1,Neutral/Mixed,Security Strategy,0.0,0.0,100.0
EVT_00561,Regulator,the_times_of_india,2,Negative,Attacks,100.0,0.0,0.0
EVT_00561,Rohan Kumar and Herambh Karmarkar,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00561,Sameer Saurabh,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00561,Sarbananda Sonowal,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00561,Sarbananda Sonowal,the_times_of_india,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00561,Saudi Arabia,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00561,Sonowal,hindustan_times,4,Neutral/Mixed,Law & Order,25.0,25.0,50.0
EVT_00561,Sonowal (Indian Politician),hindustan_times,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00561,government,hindustan_times,1,Neutral/Mixed,Technology & Innovation,0.0,0.0,100.0
EVT_00561,liaison officer,hindustan_times,1,Neutral/Mixed,Service Provision,0.0,0.0,100.0
EVT_00561,shipping regulator,hindustan_times,1,Negative,Security and Conflict,100.0,0.0,0.0
EVT_00599,Administration,india_today,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00599,Authorities,india_today,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00599,Bharatiya Janata Party (BJP),hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00599,Biju Janata Dal (BJD),hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00599,Debabrata Mohanty,hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00599,East Coast Railway,hindustan_times,4,Positive,Development,0.0,100.0,0.0
EVT_00599,Hindu Pilgrimage Authorities,india_today,1,Neutral/Mixed,Safety & Security,0.0,0.0,100.0
EVT_00599,Jagannath,hindustan_times,1,Neutral/Mixed,Cultural Event,0.0,0.0,100.0
EVT_00599,Jagannath Rath Yatra,india_today,1,Positive,Protest,0.0,100.0,0.0
EVT_00599,Jagannath Temple,india_today,1,Neutral/Mixed,Ceremony & Ritual,0.0,0.0,100.0
EVT_00599,Lord Jagannath and Balaram Das,hindustan_times,1,Positive,Culture,0.0,100.0,0.0
EVT_00599,"Lord Jagannath, Lord Balabhadra and Devi Subhadra",india_today,1,Neutral/Mixed,Religion & Rituals,0.0,0.0,100.0
EVT_00599,"Lord Jagannath, Lord Balabhadra, Goddess Subhadra",hindustan_times,1,Neutral/Mixed,Ceremony,0.0,0.0,100.0
EVT_00599,Mohanty,hindustan_times,3,Positive,Development,0.0,100.0,0.0
EVT_00599,Odhisa Government and Security Forces,india_today,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00599,Odisha Government,hindustan_times,1,Positive,Protest,0.0,100.0,0.0
EVT_00599,Officials,india_today,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00599,PM Modi,hindustan_times,1,Positive,Spiritual & Cultural Heritage,0.0,100.0,0.0
EVT_00599,President Droupadi Murmu,hindustan_times,1,Positive,Spiritual & Cultural Heritage,0.0,100.0,0.0
EVT_00599,Puri,hindustan_times,1,Neutral/Mixed,Natural Disasters/Climate Change,0.0,0.0,100.0
EVT_00599,Puri,india_today,1,Neutral/Mixed,Cultural Preservation,0.0,0.0,100.0
EVT_00599,Puri Shankaracharya Swami Nischalananda Saraswati,india_today,1,Neutral/Mixed,Religion & Culture,0.0,0.0,100.0
EVT_00599,"Puri's titular king, Gajapati Maharaja Dibyasingha Deb",india_today,1,Neutral/Mixed,Religion & Rituals,0.0,0.0,100.0
EVT_00599,Railway Officials,hindustan_times,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00599,Rath Yatra event,hindustan_times,1,Neutral/Mixed,Event Participation,0.0,0.0,100.0
EVT_00599,Religious Community (Jagannath Temple),india_today,1,Neutral/Mixed,"Community Gatherings, Religious Practices",0.0,0.0,100.0
EVT_00599,Religious Festival,india_today,1,Neutral/Mixed,Religion & Culture,0.0,0.0,100.0
EVT_00599,Security Forces,hindustan_times,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00599,State Administration,hindustan_times,2,Positive,Development,0.0,100.0,0.0
EVT_00599,Technological Surveillance Systems,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00601,Deepam Seth,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00601,Delhi's Shahdara,hindustan_times,1,Negative,Protest,100.0,0.0,0.0
EVT_00601,Delhi-Haridwa National Highway,hindustan_times,1,Neutral/Mixed,Infrastructure Development,0.0,0.0,100.0
EVT_00601,Government/Leadership,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00601,Kanwar,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,Kanwar Yatra,the_hindu,1,Neutral/Mixed,Religion & Spirituality,0.0,0.0,100.0
EVT_00601,Kanwar Yatra organizers or religious authorities,hindustan_times,1,Neutral/Mixed,Religion and Ritual,0.0,0.0,100.0
EVT_00601,Kanwariya,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,Kanwariyas (police may refer to these as protesters or religious groups),hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,Manvendra Singh Bhati,the_hindu,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,"Naveen, Prince and Navneet",hindustan_times,2,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00601,"Naveen, Prince and Navneet",the_hindu,1,Neutral/Mixed,Religious Practice or Tradition,0.0,0.0,100.0
EVT_00601,Party X,the_hindu,1,Positive,Protest,0.0,100.0,0.0
EVT_00601,Police,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00601,Police,the_hindu,1,Neutral/Mixed,Violence,0.0,0.0,100.0
EVT_00601,President John Doe,the_hindu,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,Rajeev Krishna,hindustan_times,3,Positive,Election Strategy,0.0,66.7,33.3
EVT_00601,SHO (likely referring to a Police Chief or similar official),the_hindu,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00601,"UP (likely referring to Uttar Pradesh, a state in India)",hindustan_times,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00601,UP DGP,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00601,Uttarakhand Police,hindustan_times,2,Positive,Law & Order,0.0,50.0,50.0
EVT_00601,kanwariyas,hindustan_times,1,Negative,Violence,100.0,0.0,0.0
EVT_00601,pilgrims,hindustan_times,1,Negative,Protest,100.0,0.0,0.0
EVT_00601,police,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00601,police,the_hindu,2,Negative,Law & Order,50.0,0.0,50.0
EVT_00624,Court,hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,Government,hindustan_times,1,Positive,Policy Development,0.0,100.0,0.0
EVT_00624,Government,india_today,4,Neutral/Mixed,Law & Order,0.0,25.0,75.0
EVT_00624,India,india_today,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00624,India's first night safari project,hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00624,India's prisons,hindustan_times,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00624,Justices Vikram Nath and Sandeepahta,hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00624,Medical Boards,hindustan_times,1,Positive,Policy,0.0,100.0,0.0
EVT_00624,NALSA (National Anti-Slavery Alliance),hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00624,NALSA (National Legal Services Authority),hindustan_times,1,Positive,Development,0.0,100.0,0.0
EVT_00624,Nalanda Land Settlement Authority (NALSA),india_today,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,National Legal Services Authority (NALSA),hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,National Legal Services Authority (NALSA),india_today,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00624,Policy,india_today,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,Policy Development,india_today,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00624,Politicians/Policy Makers,hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00624,Prison Authorities,india_today,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00624,SC,india_today,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,State Legal Services Authorities (SLSAs),hindustan_times,1,Neutral/Mixed,Law & Order,0.0,0.0,100.0
EVT_00624,Supreme Court,hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00624,Supreme Court,india_today,2,Positive,Policy,0.0,50.0,50.0
EVT_00624,The Apex Court,hindustan_times,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00624,The Supreme Court,hindustan_times,1,Positive,Law & Order,0.0,100.0,0.0
EVT_00624,Union government,hindustan_times,1,Neutral/Mixed,Development,0.0,0.0,100.0
EVT_00624,states and UTs,hindustan_times,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00628,AAP (Arvind Kejriwal),hindustan_times,1,Positive,Protest,0.0,100.0,0.0
EVT_00628,"AISA leaders Neha, Manish and Aameen",india_today,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,Akshilesh Yadav,india_today,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00628,Arvind Kejriwal,india_today,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00628,CJP (Centre for Just Cause),india_today,1,Negative,Violence,100.0,0.0,0.0
EVT_00628,CJP (Citizens' Joint Panel),india_today,1,Positive,Protest/Election Strategy,0.0,100.0,0.0
EVT_00628,CJP (likely referring to Congress Party or similar group),india_today,1,Positive,Protest,0.0,100.0,0.0
EVT_00628,Centre (India) & Delhi Government,india_today,1,Negative,Healthcare & Policy,100.0,0.0,0.0
EVT_00628,Cockroach Janta Party,the_hindu,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,Congress Party,india_today,1,Positive,Protest,0.0,100.0,0.0
EVT_00628,Delhi Police,the_hindu,1,Negative,Violence,100.0,0.0,0.0
EVT_00628,Dharmendra Pradhan,hindustan_times,1,Negative,Corruption,100.0,0.0,0.0
EVT_00628,Dharmendra Pradhan,india_today,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,Dharmendra Pradhen,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,Dr. Satish Lamba,hindustan_times,1,Neutral/Mixed,Health Reporting,0.0,0.0,100.0
EVT_00628,Education Minister,india_today,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00628,Government,the_times_of_india,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,JNU (Joint Students Union),india_today,1,Negative,Protest,100.0,0.0,0.0
EVT_00628,Mamata Banerjee,india_today,1,Neutral/Mixed,Policy,0.0,0.0,100.0
EVT_00628,Medical Doctor or Healthcare Provider,hindustan_times,2,Neutral/Mixed,Healthcare,0.0,0.0,100.0
EVT_00628,Mr. Wangchuk,the_hindu,1,Neutral/Mixed,Protest,0.0,0.0,100.0
EVT_00628,PM Modi,india_today,1,Negative,"Leadership Failure, Law & Order",100.0,0.0,0.0
EVT_00628,Political Leaders,hindustan_times,1,Neutral/Mixed,Protest,0.0,0.0,0.0
EVT_00628,Political Updates / Live Feed,the_hindu,1,Neutral/Mixed,News/Updates,0.0,0.0,100.0
EVT_00628,Politician,hindustan_times,2,Negative,Protest,50.0,50.0,0.0
EVT_00628,Politician or Party,india_today,1,Neutral/Mixed,Health/Condition,0.0,0.0,100.0
EVT_00628,Pradhan (presumably referring to Narendra Modi or a similar government official),india_today,1,Negative,Violence,100.0,0.0,0.0
EVT_00628,Prime Minister,india_today,1,Negative,Law & Order,100.0,0.0,0.0
EVT_00628,Shankersinh Vaghela,india_today,1,Neutral/Mixed,Solidarity,0.0,0.0,100.0
EVT_00628,Shri Sonam Wangchuk-ji,india_today,1,Positive,Protest,0.0,100.0,0.0
EVT_00628,Sonam Wangchuk,hindustan_times,7,Neutral/Mixed,Protest,42.9,14.3,42.9
