passage_id,article_id,event_id,clean_outlet,canonical_target,framing_label,sentiment,evidence_span,subject,relation,object
154645f6e086a44b_p014,154645f6e086a44b,EVT_00024,indian_express,Ratua,Election Strategy,Negative,"35,573 deletions, or 11.9%","35,573 deletions",represent,Election Strategy frame
154645f6e086a44b_p016,154645f6e086a44b,EVT_00024,indian_express,EC (Election Commission),Corruption,Negative,"The EC data shows 12 Assembly constituencies recorded deletions of over 30,000 names",EC,received,Negative sentiment score
154645f6e086a44b_p017,154645f6e086a44b,EVT_00024,indian_express,Political Parties and Candidates,Voter Suppression,Negative,Constituencies with a high percentage of Matua and Muslim voters have also seen significant deletions,Matua and Muslim voters,affected,Constituencies
154645f6e086a44b_p018,154645f6e086a44b,EVT_00024,indian_express,Political Processes,Law & Order,Negative,The lowest levels of deletions in adjudication cases were in the Adivasi belt of Bankura and Purulia.,,,
154645f6e086a44b_p018,154645f6e086a44b,EVT_00024,indian_express,Political Processes,Law & Order,Negative,"In the Manbazar Assembly seat in Purulia district, only 71 electors were struck off the rolls.",,,
154645f6e086a44b_p018,154645f6e086a44b,EVT_00024,indian_express,Political Processes,Law & Order,Negative,The Onda constituency in Bankura saw 114 deletions.,Politicians,deleted,records
154645f6e086a44b_p019,154645f6e086a44b,EVT_00024,indian_express,Protests,Violence,Negative,"During the rescue, the protesters pelted stones at the police, injuring two constables.",protesters,pelted,police
154645f6e086a44b_p019,154645f6e086a44b,EVT_00024,indian_express,Police and Judicial Officers,Violence,Negative,The police arrested at least 35 people in connection with the protests.,police,arrested,people
4751e4daf0a5d054_p004,4751e4daf0a5d054,EVT_00051,firstpost,Trade Pact,Development,Positive,The proposed trade pact has gained importance amid changes in the global tariff environment.,Gained,importance,Trade Pact
4751e4daf0a5d054_p005,4751e4daf0a5d054,EVT_00051,firstpost,Trade Negotiators,Policy,Positive,Framework for interim trade agreement,Negotiators,signed,framework for interim trade agreement
4751e4daf0a5d054_p006,4751e4daf0a5d054,EVT_00051,firstpost,India-US Trade Relations,Development,Positive,"In February, India and the US had announced the completion of a framework for an interim trade agreement.",India and US,announced,framework for interim trade agreement
4751e4daf0a5d054_p010,4751e4daf0a5d054,EVT_00051,firstpost,Trade Framework,Development,Negative,"changes have impacted ongoing trade negotiations with multiple partners, including India.",changes,impact,trade negotiations
7e38dc167299a4da_p008,7e38dc167299a4da,EVT_00051,hindustan_times,India,Economic Relations,Negative,"The major trading partners with which India recorded negative exports growth in 2025-26 include the Netherlands, the UK, Singapore, Bangladesh, Saudi Arabia, Australia, France, South Africa, and Malaysia.",India,recorded,negative exports growth
7e38dc167299a4da_p010,7e38dc167299a4da,EVT_00051,hindustan_times,India,Trade Disruption,Negative,"The major trading partners with which India recorded negative imports growth in 2025-26 include Russia, Iraq, Indonesia, Australia, Qatar, and Taiwan.",India,recorded,negative imports growth
68c82184ffaf1a33_p004,68c82184ffaf1a33,EVT_00088,ndtv,Akasa Air,Transportation Disruption,Negative,The right winglet of SpiceJet was damaged and the left-hand horizontal stabilizer of Akasa was hit.,Damage,inflicted,Akasa Air
68c82184ffaf1a33_p004,68c82184ffaf1a33,EVT_00088,ndtv,Akasa Air,Operational Disruption,Negative,Akasa Air's plane was to operate flight QP-1406 from Delhi to Hyderabad,plane,operate,flight QP-1406
68c82184ffaf1a33_p008,68c82184ffaf1a33,EVT_00088,ndtv,Akasa Air,Safety & Security,Positive,"""the safety and security of our passengers and crew remain our highest priority""",remains,priority,safety and security
d13af8bda50777c2_p004,d13af8bda50777c2,EVT_00088,hindustan_times,DGCA (Directorate General of Civil Aviation),Law & Order,Negative,The DGCA said in a statement.,DGCA,said,statement
d13af8bda50777c2_p012,d13af8bda50777c2,EVT_00088,hindustan_times,Indian Government/Airports,Safety Violation,Negative,This is the second such incident in over two months,second incident,happen,over two months
d13af8bda50777c2_p015,d13af8bda50777c2,EVT_00088,hindustan_times,Air India,Safety Violation,Negative,"'the wingtips of the two aircraft made contact, resulting in damage to our aircraft’s wingtip,”",Air India,damaged,wingtip
d13af8bda50777c2_p016,d13af8bda50777c2,EVT_00088,hindustan_times,Arya Mishra,Development,Positive,"Arya covers high-impact crime incidents, public safety and justice issues, political developments, education policy and international affairs",Arya,covers,issues
d13af8bda50777c2_p017,d13af8bda50777c2,EVT_00088,hindustan_times,Arya,Policy,Positive,"thrives in fast-paced environments – running live blogs, crafting in-depth explainers and real-time news coverage that keeps readers informed as stories evolve.",thrives,in,fast-paced environments
d13af8bda50777c2_p017,d13af8bda50777c2,EVT_00088,hindustan_times,Arya,Development,Positive,"detailed coverage of serious criminal cases, politics as well as analyses of national education reforms and international diplomatic moves.",media,cover,Arya's work
d13af8bda50777c2_p017,d13af8bda50777c2,EVT_00088,hindustan_times,Arya,Policy,Positive,writing about global trade policy changes,writing,about,global trade policy changes
3e81f4a2055350c0_p001,3e81f4a2055350c0,EVT_00088,india_today,Delhi Airport Management,Safety & Accidents,Negative,SpiceJet plane hits stationary Akasa Air plane at Delhi airport,plane,hits,stationary plane
3e81f4a2055350c0_p003,3e81f4a2055350c0,EVT_00088,india_today,Tata Consultancy Services,Corruption,Negative,The national racket has shaken the conscience of the country.,,,
3e81f4a2055350c0_p004,3e81f4a2055350c0,EVT_00088,india_today,Human Resources Manager,Corruption,Negative,alleged won the trust of the affected women but failed to take any actionable steps to address their grievances.,failed,take,action
3e81f4a2055350c0_p006,3e81f4a2055350c0,EVT_00088,india_today,Prime Minister Narendra Modi,Policy,Positive,urged the opposition not to politicise the women's reservation bill and assured that the proposed legislation will not lead to any injustice or discrimination against any state.,urged,not to politicise,women's reservation bill
3e81f4a2055350c0_p007,3e81f4a2055350c0,EVT_00088,india_today,PM Modi,Policy,Negative,Prime Minister Narendra Modi on Thursday urged the opposition not to give political color to the women's reservation bill and warned that women won't forgive those who oppose the proposed 33 percent reservation for women.,Modi,urged,opposition to avoid politicizing bill
3e81f4a2055350c0_p008,3e81f4a2055350c0,EVT_00088,india_today,Mamata Banerjee,Violence,Negative,He was swiftly intercepted and removed by her security personnel.,security personnel,intercepted,He
05e1d2b1b0789e0b_p001,05e1d2b1b0789e0b,EVT_00062,firstpost,Gulf Infrastructure,Supply Disruption & Economic Impact,Negative,damaged Gulf infrastructure,damaged,affected,Gulf infrastructure
05e1d2b1b0789e0b_p004,05e1d2b1b0789e0b,EVT_00062,firstpost,Iranian Strikes,Violence,Negative,"The crisis stems from the ongoing blockade of the Strait of Hormuz and Iranian strikes on regional energy infrastructure, which have severely choked the flow of cooking gas to South Asia.",Iran,struck,energy infrastructure
05e1d2b1b0789e0b_p006,05e1d2b1b0789e0b,EVT_00062,firstpost,"LPG (producers, distributors)",Development,Negative,“What ‘shut’ exactly means is not fully clear—whether entire wells have been exhausted or production has stopped—but suppliers themselves are saying it will take at least three years.”,Suppliers,saying,production has stopped
05e1d2b1b0789e0b_p007,05e1d2b1b0789e0b,EVT_00062,firstpost,India,Strategic Vulnerability,Negative,strategic vulnerability,India,received,Negative sentiment score
05e1d2b1b0789e0b_p008,05e1d2b1b0789e0b,EVT_00062,firstpost,India,Strategic Vulnerability,Negative,strategic vulnerability has come sharply into focus,has come,into focus,strategic vulnerability
05e1d2b1b0789e0b_p010,05e1d2b1b0789e0b,EVT_00062,firstpost,India,Development,Negative,"Compounding the risk is India’s limited storage capacity, which covers barely 15 days of consumption against an annual demand of 33 million tonnes.",India,has,limited storage capacity
05e1d2b1b0789e0b_p011,05e1d2b1b0789e0b,EVT_00062,firstpost,Government/Central Government,Economy & Finance,Negative,"The impact is already being felt on the ground, with prices of a 14.2 kg domestic cylinder rising by Rs 60 since mid-March, while commercial cylinders have become costlier by Rs 115.",prices,rise,cylinders
d81822ba62c864e4_p001,d81822ba62c864e4,EVT_00024,theprint,Mamata Banerjee,Development,Negative,where some decisions by Mamata haven't gone down well,Mamata,haven't gone down well with,some decisions
d81822ba62c864e4_p002,d81822ba62c864e4,EVT_00024,theprint,Kejriwal,Law & Order,Negative,The agency rejected Kejriwal’s allegation of ‘ideological bias’,agency,rejected,Kejriwal’s allegation
d81822ba62c864e4_p002,d81822ba62c864e4,EVT_00024,theprint,Agency/Judge,Corruption,Negative,called his plea for the judge’s recusal in the excise policy case hearing ‘wholly vexatious’,called,accusatory,judge
d81822ba62c864e4_p003,d81822ba62c864e4,EVT_00024,theprint,Dravidian leaders,Corruption,Negative,"Chennai: The Dravidian leaders prefer to call them as ‘social investments’, or ‘personalised gifts’.",Dravidian leaders,call,"social investments, personalised gifts"
d81822ba62c864e4_p004,d81822ba62c864e4,EVT_00024,theprint,Gogoi,Development,Positive,A victory here would not only mark Gogoi’s first entry into Assam assembly,First entry,mark,Gogoi
d81822ba62c864e4_p005,d81822ba62c864e4,EVT_00024,theprint,Government (Assuming reference to development projects),Development,Positive,"While the Godavari and the Krishna rivers were already linked in 2015, the current plan will also connect their tributaries as well as some major rivers in northern Andhra Pradesh.",Godavari and Krishna rivers,linked,2015
d81822ba62c864e4_p007,d81822ba62c864e4,EVT_00024,theprint,India,Development,Positive,This also means we remain disciplined enough not to be knee-jerked into reacting to what Pakistan sees as its moment in the sun.,,,
9b421ea7b314a812_p001,9b421ea7b314a812,EVT_00208,indian_express,DMK,Protest,Negative,Why DMK has hit the streets over TVK minister’s two-year-old video,DMK,protested,TVK minister's video
9b421ea7b314a812_p002,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Drug Trafficking/Corruption,Negative,"The video shows Sarath Kumar seated among spectators during an IPL match while handling a small quantity of white, powder-like substance on the screen of a smartphone.",showed,display,evidence
9b421ea7b314a812_p003,9b421ea7b314a812,EVT_00208,indian_express,C Joseph Vijay (Chief Minister),Protest,Negative,“demanding the dismissal and arrest of Human Resources Management Minister D Sarath Kumar over a resurfaced viral video that many allege depicts conduct resembling drug use.”,many,alleged,drug use
9b421ea7b314a812_p004,9b421ea7b314a812,EVT_00208,indian_express,police and DMK (Dravida Munnetra Kazhagam),Violence,Negative,"Officers detained more than 50 protesters, including party functionaries, before dispersing the gathering, citing prohibitory orders.",Officers,detained,protesters
9b421ea7b314a812_p005,9b421ea7b314a812,EVT_00208,indian_express,Opposition party,Protest,Negative,protest was all about the Opposition party’s attempt to turn a social media controversy into a political issue,Opposition party,attempted,turn social media controversy into political issue
9b421ea7b314a812_p006,9b421ea7b314a812,EVT_00208,indian_express,Sarathkumar,Protest,Negative,staging protest against Minister Sarathkumar and seeking his dismissal,staging,protest against,Minister Sarathkumar
9b421ea7b314a812_p008,9b421ea7b314a812,EVT_00208,indian_express,Unknown Politician or Party,Violence,Negative,"@PTI_News: Press Trust of India (@PTI_News) June 29, 2026",unknown,received,negative score
9b421ea7b314a812_p009,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Corruption,Negative,"""Thug Life""",Thug Life,causes,Negative sentiment for Sarath Kumar (Corruption)
9b421ea7b314a812_p010,9b421ea7b314a812,EVT_00208,indian_express,Vijay,Protest,Negative,"Interestingly, the video surfaced on the same day Vijay ran a “Start Run, Stop Drugs” anti-drug awareness marathon in Chennai last week, adding a strong edge to the controversy around his minister.",video,surfaced,controversy
9b421ea7b314a812_p011,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Corruption,Negative,"In the footage, Sarath Kumar appears to use an ATM card to press, scrape and gather the substance into a finer powder. A Rs 500 currency note is visible nearby",Sarath Kumar,use,ATM card
9b421ea7b314a812_p012,9b421ea7b314a812,EVT_00208,indian_express,minister,Corruption,Negative,"Many online argued that the sequence bears a resemblance to familiar visual depictions of narcotics being prepared, prompting allegations on social media that the minister was using drugs.",Many online,alleged,minister using drugs
9b421ea7b314a812_p013,9b421ea7b314a812,EVT_00208,indian_express,Opposition parties,Criticism and Opposition,Negative,political criticism,Criticism,targets,Opposition parties
9b421ea7b314a812_p014,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Corruption,Negative,The minister said the clip had been stripped of its context and was being deliberately misrepresented on social media.,minister,said,clip misrepresented
9b421ea7b314a812_p016,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Protest,Negative,Its students wing announced a statewide agitation demanding Sarath Kumar’s immediate dismissal from the Cabinet,students wing,announced,protest
9b421ea7b314a812_p017,9b421ea7b314a812,EVT_00208,indian_express,minister,Protest,Negative,It further accused him of “hiding behind a child to play politics”.,It further,accused,minister of hiding behind a child to play politics
9b421ea7b314a812_p018,9b421ea7b314a812,EVT_00208,indian_express,M A Subramanian,Protest,Negative,accused the government of suppressing democratic protests,accusing,did,government of suppressing democratic protests
9b421ea7b314a812_p019,9b421ea7b314a812,EVT_00208,indian_express,DMDK general secretary Premalatha Vijayakanth and Woman Advocate Saranya,Protest,Negative,"""highly condemnable', saying public representatives should maintain proper conduct and that the emergence of the video during an anti-drug campaign was unfortunate. Separately, a woman advocate, Saranya, submitted a complaint to the Chennai City Police Commissioner seeking legal action against the minister.",Congress,condemned,Premalatha Vijayakanth and Saranya
9b421ea7b314a812_p020,9b421ea7b314a812,EVT_00208,indian_express,Sarath Kumar,Election Strategy,Negative,"His party, the TVK, has since sought to distance itself from the episode as political pressure over the viral video continues to grow.",TVK party,distanced itself,episode
01424f0f5da0a0f6_p002,01424f0f5da0a0f6,EVT_00211,theprint,CJP (Campaign for Justice and Peace),Protest,Negative,"repeatedly rejected the CJP’s comparisons with the Aam Aadmi Party (AAP), which emerged from the India Against Corruption movement",CJP,rejected,AAP comparison
01424f0f5da0a0f6_p002,01424f0f5da0a0f6,EVT_00211,theprint,India Against Corruption movement,Development,Positive,emerged from the India Against Corruption movement before entering electoral politics,India Against Corruption movement,emerged from,electoral politics
01424f0f5da0a0f6_p004,01424f0f5da0a0f6,EVT_00211,theprint,Dipke (student leader),Protest,Positive,“We are not relying on any political parties to carry this movement forward; this movement is by the students.”,We,are not relying on,political parties to carry the movement forward
01424f0f5da0a0f6_p005,01424f0f5da0a0f6,EVT_00211,theprint,the politician (implied as He mentioned),Protest,Positive,His latest appeal to all parties to join his protest,He,appealed,all parties to join protest
01424f0f5da0a0f6_p006,01424f0f5da0a0f6,EVT_00211,theprint,BJP (Bharatiya Janata Party),Protest,Negative,"Dipke has invited all political parties, including BJP members, to join the agitation",Dipke,invited,BJP members
01424f0f5da0a0f6_p007,01424f0f5da0a0f6,EVT_00211,theprint,Nitin Yadav (BJP),Election Strategy,Negative,took an indirect swipe at the movement during a speech in Telangana.,took,swipe at,movement
01424f0f5da0a0f6_p008,01424f0f5da0a0f6,EVT_00211,theprint,BJP (Indian political party),Violence,Negative,"“They are the ones who want to break the country into pieces, and BJP workers will teach them a lesson,” he said.",They,want,break the country into pieces
01424f0f5da0a0f6_p009,01424f0f5da0a0f6,EVT_00211,theprint,Major Political Parties,Lack of Support or Engagement,Negative,"Despite its growing online popularity, the movement has not received formal backing from any major political party.",Major Political Parties,did not receive,formal backing
01424f0f5da0a0f6_p010,01424f0f5da0a0f6,EVT_00211,theprint,CPI leader Annie Raja,Protest,Positive,The CJP’s first protest at Jantar Mantar on 6 June was attended by CPI leader Annie Raja,CJP,protested,Jantar Mantar
01424f0f5da0a0f6_p010,01424f0f5da0a0f6,EVT_00211,theprint,CPI(ML) Liberation General Secretary Dipankar Bhattacharya,Protest,Positive,"The CJP’s first protest at Jantar Mantar on 6 June was attended by CPI leader Annie Raja, CPI(ML) Liberation General Secretary Dipankar Bhattacharya and climate activist Sonam Wangchuk.",CJP,attended,Jantar Mantar protest
01424f0f5da0a0f6_p010,01424f0f5da0a0f6,EVT_00211,theprint,Climate Activist Sonam Wangchuk,Protest,Positive,"The CJP’s first protest at Jantar Mantar on 6 June was attended by CPI leader Annie Raja, CPI(ML) Liberation General Secretary Dipankar Bhattacharya and climate activist Sonam Wangchuk.",CJP's first protest,attended,Sonam Wangchuk
01424f0f5da0a0f6_p011,01424f0f5da0a0f6,EVT_00211,theprint,CPI (M) leaders,Protest,Negative,"CPI general secretary D. Raja, CPI(M) general secretary M.A. Baby and senior CPI(M) leader Brinda Karat also attended the protest at Jantar Mantar.",CPI(M) leaders,attended,protest
01424f0f5da0a0f6_p013,01424f0f5da0a0f6,EVT_00211,theprint,Arvind Kejriwal (AAP national convener),Protest,Positive,"AAP national convener Arvind Kejriwal backed the CJP’s central demand of Union Education Minister Dharmendra Pradhan's resignation, saying the movement reflected widespread anger among students over repeated examination controversies and incidents of paper leaks.",Kejriwal,backed,CJP's demand for resignation
01424f0f5da0a0f6_p016,01424f0f5da0a0f6,EVT_00211,theprint,Akhilesh Yadav,Support,Positive,Samajwadi Party chief Akhilesh Yadav,Samajwadi Party,chief,Akhilesh Yadav
01424f0f5da0a0f6_p016,01424f0f5da0a0f6,EVT_00211,theprint,Shiv Sena (UBT) chief Uddhav Thackeray,Support,Positive,Shiv Sena (UBT) chief Uddhav Thackeray,Shiv Sena (UBT),supported,Uddhav Thackeray
01424f0f5da0a0f6_p016,01424f0f5da0a0f6,EVT_00211,theprint,NCP (Sharadchandra Pawar) leader Rohit Pawar,Support,Positive,NCP (Sharadchandra Pawar) leader Rohit Pawar,NCP,supported,Rohit Pawar
01424f0f5da0a0f6_p017,01424f0f5da0a0f6,EVT_00211,theprint,Congress,Protest,Positive,"The Congress, too, has supported the issues raised by the movement while maintaining organisational distance from the protest.",Congress,support,issues raised by the movement
01424f0f5da0a0f6_p019,01424f0f5da0a0f6,EVT_00211,theprint,General Public/Crowd,Protest,Positive,‘Crowd not only measure of success’,not measure,of,success
01424f0f5da0a0f6_p021,01424f0f5da0a0f6,EVT_00211,theprint,Singhvi,Development,Positive,"""Times have changed,"" Singhvi said, arguing that the movement had generated significant traction online and reflected genuine dissatisfaction among young people over the education system.",Singhvi,said,Times have changed
01424f0f5da0a0f6_p022,01424f0f5da0a0f6,EVT_00211,theprint,Congress,Protest,Negative,"However, the Congress has not officially endorsed the Cockroach Janta Party’s agitation.",Congress,not endorsed,agitation
01424f0f5da0a0f6_p022,01424f0f5da0a0f6,EVT_00211,theprint,Cockroach Janta Party,Protest,Negative,"However, the Congress has not officially endorsed the Cockroach Janta Party’s agitation.",Congress,not endorsed,Cockroach Janta Party's agitation
01424f0f5da0a0f6_p022,01424f0f5da0a0f6,EVT_00211,theprint,National Students’ Union of India (NSUI),Protest,Positive,"Instead, its student wing, the National Students' Union of India (NSUI), and the Indian Youth Congress have organised separate protests",NSUI,organised,protests
01424f0f5da0a0f6_p022,01424f0f5da0a0f6,EVT_00211,theprint,Indian Youth Congress,Protest,Positive,"Instead, its student wing, the National Students' Union of India (NSUI), and the Indian Youth Congress have organised separate protests",Indian Youth Congress,organised,protests
01424f0f5da0a0f6_p025,01424f0f5da0a0f6,EVT_00211,theprint,Singh,Policy,Negative,Singh also said that the movement’s objective appeared to be securing political backing for its demands rather than transforming itself into a political party.,Singh,said,movement’s objective
01424f0f5da0a0f6_p027,01424f0f5da0a0f6,EVT_00211,theprint,Cockroach Janta Party,Protest,Negative,"But with some political leaders turning up at its protests, parties across the Opposition backing its demands",leaders,turning up,protests
01424f0f5da0a0f6_p027,01424f0f5da0a0f6,EVT_00211,theprint,Cockroach Janta Party,Political Strategy,Negative,Dipke himself inviting all parties to join the agitation,Dipke,inviting,parties to join agitation
01424f0f5da0a0f6_p028,01424f0f5da0a0f6,EVT_00211,theprint,Cockroach Janata Party,Protest,Negative,"At Jantar Mantar, Cockroach Janata Party protest settles into a simmer as demands stay unchanged",Cockroach Janata Party,protest,Jantar Mantar
508fc06fff56540b_p001,508fc06fff56540b,EVT_00213,indian_express,VHP,Protest,Negative,Will VHP's campaign to 'free' temples be hit?,Will,hit,VHP's campaign
508fc06fff56540b_p002,508fc06fff56540b,EVT_00213,indian_express,initiative,Election Strategy,Negative,"""next few months are critical""",,,
508fc06fff56540b_p003,508fc06fff56540b,EVT_00213,indian_express,Sangh Parivar,Corruption,Negative,The recent alleged embezzlement of donations at the Ram Janmabhoomi Temple in Ayodhya,Sangh Parivar,targeted,Corruption frame
508fc06fff56540b_p004,508fc06fff56540b,EVT_00213,indian_express,Sangh Ecosystem,Protest,Negative,"While the VHP has officially maintained that the alleged theft will not derail its efforts, several voices within the broader Sangh ecosystem believe the campaign has suffered a significant setback.",voices,believe,campaign suffered setback
508fc06fff56540b_p005,508fc06fff56540b,EVT_00213,indian_express,VHP leader,Protest,Negative,it seems like the campaign has derailed,it,seems,campaign has derailed
508fc06fff56540b_p006,508fc06fff56540b,EVT_00213,indian_express,VHP (Vinayak Damodar Savarkar Phule Committee),Corruption,Negative,"""to enact a legislation handing over Hindu temples and religious institutions to Hindu society""",Hindu society,enacted,legislation
508fc06fff56540b_p008,508fc06fff56540b,EVT_00213,indian_express,VHP functionaries and religious leaders,Development,Positive,donations worth Rs 1.86 lakh crore from temples were flowing into government coffers.,donations,flowing into,government coffers
508fc06fff56540b_p011,508fc06fff56540b,EVT_00213,indian_express,RSS pracharaks,Protest,Negative,"""The latest episode in Ayodhya has weakened the ‘free Hindu temples’ campaign. Our failure to properly manage offerings and donations at the Ram Temple has exposed shortcomings in selecting the right people for the job. We must restore people’s faith before pushing ahead. 
",Congress,accused,Modi
508fc06fff56540b_p012,508fc06fff56540b,EVT_00213,indian_express,Various political figures,Corruption,Negative,"""If we have failed here, people will naturally question our ability to manage other temples.""",Various political figures,questioned,ability to manage other temples
508fc06fff56540b_p012,508fc06fff56540b,EVT_00213,indian_express,Various political figures,Violence,Negative,"""Those temples, from time to time, have suffered more mismanagement of funds and other related allegations.""",Mismanagement,affected,Temples
508fc06fff56540b_p014,508fc06fff56540b,EVT_00213,indian_express,Another office-bearer,Law & Order,Positive,"""We must restore public faith urgently. The next few months are critical. The FIR registered in Ayodhya should be investigated promptly and tried in a fast-track court. Everything depends on how effectively we rebuild trust.""",呼吁者,建议,重建信任的行动
508fc06fff56540b_p017,508fc06fff56540b,EVT_00213,indian_express,VHP (Vinayak Damodar Savarkar Party),Development,Positive,"There were conferences organised in this regard, of which a few were attended by former RSS sarkaryavah Bhaiyaji Joshi.",Conferences,organized,Bhaiyaji Joshi
dd8acdcce507c12d_p001,dd8acdcce507c12d,EVT_00208,theprint,R Nirmal Kumar (TVK leader and Tamil Nadu minister),Corruption,Negative,horse trading attempt by DMK leadership to lure his party legislators,DMK leadership,attempted,horse trade
dd8acdcce507c12d_p001,dd8acdcce507c12d,EVT_00208,theprint,R Nirmal Kumar (TVK leader and Tamil Nadu minister),Protest,Negative,said that three persons have been arrested by police in this connection,said,state,police
dd8acdcce507c12d_p002,dd8acdcce507c12d,EVT_00208,theprint,Naresh,Corruption,Negative,"""includes a person identified as Naresh, who is in ‘close touch’ with 'DMK leader V Senthilbalaji and his brother Ashok,’ has been arrested in connection with 'horse-trading’""",Congress,accused,Modi
dd8acdcce507c12d_p003,dd8acdcce507c12d,EVT_00208,theprint,Minister for Energy Resources (likely referring to Kumar),Policy,Negative,"Kumar, Minister for Energy Resources, told reporters",Kumar,told,reporters
dd8acdcce507c12d_p004,dd8acdcce507c12d,EVT_00208,theprint,Senthilbalaji,Corruption,Negative,"The minister claimed that on the behest of DMK leaders such as Stalin and leader of opposition Udhayanidhi, people like Senthilbalaji have contacted several TVK MLAs and offered inducement ranging between Rs 10 and Rs 50 crore.",minister,claimed,Senthilbalaji received inducement
dd8acdcce507c12d_p005,dd8acdcce507c12d,EVT_00208,theprint,Speaker,Election Strategy,Negative,seeking his “cooperation” over an Assembly resolution against the Speaker.,seeking,cooperation,Speaker over Assembly resolution
dd8acdcce507c12d_p006,dd8acdcce507c12d,EVT_00208,theprint,MLA (likely referring to a Member of Legislative Assembly),Violence,Negative,"Thirunavukkarasu allegedly threatened that if the conversation was disclosed, both the MLA and his family would face serious consequences",Thirunavukkarasu,threatened,MLA and family
dd8acdcce507c12d_p007,dd8acdcce507c12d,EVT_00208,theprint,"Thirunavukkarasu, Naresh and Thiyagarajan",Protest,Negative,For their alleged involvement in the case,For their alleged involvement,received,Negative sentiment score under Protest frame
dd8acdcce507c12d_p008,dd8acdcce507c12d,EVT_00208,theprint,V Senthil Balaji,Corruption,Negative,"Inquiry disclosed that V Ashok Kumar, younger brother of former DMK Minister and current Coimbatore South MLA V Senthil Balaji met accused Naresh in Chennai.",Inquiry,disclosed,Corruption evidence
dd8acdcce507c12d_p009,dd8acdcce507c12d,EVT_00208,theprint,PTI,Corruption,Neutral,This report is auto-generated from PTI news service.,Generated,from,PTI news service
a183ac4a8a66cdce_p001,a183ac4a8a66cdce,EVT_00252,india_today,PM Takaichi,Election Strategy,Positive,Highlights: PM Takaichi bats for stronger India-Japan partnership amid global uncertainty,PM Takaichi,bats for,stronger India-Japan partnership
a183ac4a8a66cdce_p004,a183ac4a8a66cdce,EVT_00252,india_today,India and Japan,Development,Positive,"India and Japan will celebrate 2027 as the India-Japan Year of Shared Horizons to mark 75 years of diplomatic ties, the Ministry of External Affairs said.",India and Japan,celebrate,2027 as the India-Japan Year of Shared Horizons
a183ac4a8a66cdce_p004,a183ac4a8a66cdce,EVT_00252,india_today,Japan,Election Strategy,Positive,Japanese Prime Minister Sanae Takaichi has invited Prime Minister Narendra Modi to Japan for next year's annual summit.,Takaichi,invited,Modi to Japan
a183ac4a8a66cdce_p005,a183ac4a8a66cdce,EVT_00252,india_today,India,Economic Cooperation,Positive,Both the countries agree to strengthen crude oil partnership,Both countries,agree,strengthen crude oil partnership
a183ac4a8a66cdce_p006,a183ac4a8a66cdce,EVT_00252,india_today,Indian officials,Development,Positive,strengthen cooperation on strategic crude oil reserves and maritime energy transportation as part of efforts to bolster energy security and resilient supply chains.,Indian officials,part of,efforts
a183ac4a8a66cdce_p008,a183ac4a8a66cdce,EVT_00252,india_today,ACME Cleantech,Development,Positive,green hydrogen agreements,green hydrogen,agreed,cleantech companies
a183ac4a8a66cdce_p010,a183ac4a8a66cdce,EVT_00252,india_today,Future Creation Company CEO and CCO Haruyuki Hiratani,Development,Positive,"Speaking at the India-Japan Annual Summit 2026, Future Creation Company CEO and CCO Haruyuki Hiratani said closer collaboration between the two countries could accelerate the development and manufacturing of Internet of Things (IoT) solutions",Future Creation Company,said,collaboration could accelerate IoT solutions development and manufacturing
a183ac4a8a66cdce_p011,a183ac4a8a66cdce,EVT_00252,india_today,Japan Press Secretary,Development,Positive,says both the nations see significant scope for cooperation,Both nations,see,scope for cooperation
a183ac4a8a66cdce_p013,a183ac4a8a66cdce,EVT_00252,india_today,Akiba Farm Holdings CEO,Development,Positive,plans to help local Indian farmers,Akiba Farm Holdings CEO,planned,support for farmers
a183ac4a8a66cdce_p014,a183ac4a8a66cdce,EVT_00252,india_today,Akiba Farm Holdings,Development,Positive,He said the firm's focus is on helping local farmers increase their income and improve milk production through its proprietary animal feed.,He,said,Akiba Farm Holdings focus
a183ac4a8a66cdce_p014,a183ac4a8a66cdce,EVT_00252,india_today,Akiba Farm Holdings,Development,Positive,"The company has begun operations in Karnataka and Bengaluru and plans to expand its business to northern, southern and western India.",Akiba Farm Holdings,plans,expand its business
a183ac4a8a66cdce_p015,a183ac4a8a66cdce,EVT_00252,india_today,Tata Chemicals,Election Strategy,Positive,"""the two country should deepen EV cooperation""",two countries,cooperation,EV
a183ac4a8a66cdce_p016,a183ac4a8a66cdce,EVT_00252,india_today,Tata Chemicals,Development,Positive,"Speaking at the India-Japan Joint Economic Forum, Tata Chemicals Managing Director R. Mukundan said India and Japan should deepen cooperation in electric vehicles, green hydrogen and battery storage to strengthen the clean energy transition.",Tata Chemicals,announced,deeper cooperation in clean energy
a183ac4a8a66cdce_p017,a183ac4a8a66cdce,EVT_00252,india_today,Japan PM,Development,Positive,Foreign Secy calls Japan PM's visit a significant step,Foreign Secy,calls,Japan PM's visit
a183ac4a8a66cdce_p018,a183ac4a8a66cdce,EVT_00252,india_today,Prime Minister Narendra Modi,Election Strategy,Positive,held restricted and delegation-level talks,,,
