event_id,deccan_herald,firstpost,hindustan_times,india_today,indian_express,ndtv,news18,the_hindu,the_new_indian_express,the_times_of_india,theprint
EVT_01572,0,0,0,0,0,0,0,0,0,1,0
EVT_01573,0,0,0,0,0,0,0,0,0,1,0
EVT_01574,0,0,1,0,0,0,0,0,0,0,0
EVT_01575,0,0,1,0,0,0,0,0,0,0,0
EVT_01576,0,0,0,1,0,0,0,0,0,0,0
EVT_01577,0,0,0,0,0,0,0,0,0,1,0
EVT_01578,0,0,0,0,0,0,0,1,0,0,0
EVT_01579,0,0,0,0,0,0,0,1,0,0,0
EVT_01580,0,0,1,0,0,0,0,0,0,0,0
EVT_01581,0,0,1,0,0,0,0,0,0,0,0
EVT_01582,0,0,1,0,0,0,0,0,0,1,0
EVT_01583,0,0,1,0,0,0,0,0,0,0,0
EVT_01584,0,0,1,0,0,0,0,0,0,0,0
EVT_01585,0,0,1,0,0,0,0,0,0,0,0
EVT_01586,0,0,1,0,0,0,0,0,0,0,0
EVT_01587,0,0,0,0,0,0,0,0,0,1,0
EVT_01588,0,0,0,0,0,0,0,0,0,1,0
EVT_01589,0,0,1,0,0,0,0,0,0,0,0
EVT_01591,0,0,1,0,0,0,0,0,0,0,0
EVT_01592,0,0,0,0,0,0,0,1,0,0,0
EVT_01593,0,0,1,0,0,0,0,0,0,0,0
EVT_01594,0,0,1,0,0,0,0,0,0,0,0
EVT_01595,0,0,0,0,0,0,0,1,0,0,0
EVT_01596,1,0,1,0,0,0,0,1,0,0,0
EVT_01597,0,0,0,0,0,0,0,0,0,1,0
EVT_01598,0,0,1,0,0,0,0,0,0,0,0
EVT_01599,0,0,0,0,0,0,0,0,0,1,0
EVT_01600,0,0,0,0,0,0,0,0,0,1,0
EVT_01601,0,0,1,0,0,0,0,0,0,0,0
EVT_01602,0,0,0,1,0,0,0,0,0,0,0
EVT_01603,0,0,0,0,0,0,0,0,0,1,0
EVT_01604,0,0,0,0,0,0,0,0,0,1,0
EVT_01605,0,0,1,0,0,0,0,0,0,0,0
EVT_01606,0,0,0,1,0,0,0,0,0,0,0
EVT_01607,0,0,1,0,0,0,0,0,0,0,0
EVT_01608,0,0,0,0,0,0,0,1,0,0,0
EVT_01609,0,0,0,0,0,0,0,0,0,1,0
EVT_01610,0,0,1,0,0,0,0,0,0,0,0
EVT_01611,0,0,0,1,0,0,0,0,0,1,0
EVT_01612,0,0,0,0,0,0,0,1,0,0,0
EVT_01613,0,0,0,0,0,0,0,1,0,0,0
EVT_01614,0,0,1,0,0,0,0,0,0,0,0
EVT_01615,0,0,0,0,0,0,0,1,0,0,0
EVT_01616,0,0,1,0,0,0,0,0,0,0,0
EVT_01617,0,0,1,0,0,0,0,0,0,0,0
EVT_01618,0,0,0,0,0,0,0,1,0,1,0
EVT_01619,0,0,0,0,0,0,0,0,0,1,0
EVT_01620,0,0,1,0,0,0,0,0,0,0,0
EVT_01621,0,0,1,0,0,0,0,0,0,0,0
EVT_01622,0,0,0,0,0,0,0,0,0,1,0
EVT_01623,0,0,1,0,0,0,0,0,0,0,0
EVT_01624,0,0,1,0,0,0,0,0,0,0,0
EVT_01625,0,0,1,0,0,0,0,0,0,1,0
EVT_01627,0,0,0,0,0,0,0,1,0,0,0
EVT_01628,0,0,0,0,0,0,0,1,0,1,0
EVT_01629,0,0,0,1,0,0,0,0,0,0,0
EVT_01630,0,0,0,0,0,0,0,1,0,0,0
EVT_01631,0,0,0,0,0,0,0,1,0,0,0
EVT_01632,0,0,0,0,0,0,0,0,0,1,0
EVT_01633,0,0,0,0,0,0,0,1,0,0,0
EVT_01634,0,0,1,0,0,0,0,0,0,0,0
EVT_01635,0,0,0,0,0,0,0,1,0,0,0
EVT_01636,0,0,0,0,0,0,0,1,0,0,0
EVT_01637,0,0,1,0,0,0,0,0,0,1,0
EVT_01638,0,0,0,0,0,0,0,1,0,0,0
EVT_01639,0,0,0,0,0,0,0,1,0,0,0
EVT_01640,0,0,0,0,0,0,0,1,0,0,0
EVT_01641,0,0,0,1,0,0,0,0,0,0,0
EVT_01642,0,0,0,0,0,0,0,0,0,1,0
EVT_01643,0,0,1,0,0,0,0,0,0,0,0
EVT_01644,0,0,0,0,0,0,0,1,0,0,0
EVT_01645,0,0,0,0,0,0,0,0,0,1,0
EVT_01646,0,0,0,0,0,0,0,1,0,0,0
EVT_01647,0,0,0,1,0,0,0,0,0,1,0
EVT_01648,0,0,1,0,0,0,0,0,0,0,0
EVT_01649,0,0,0,1,0,0,0,0,0,0,0
EVT_01650,0,0,1,0,0,0,0,0,0,0,0
EVT_01651,0,0,0,0,0,0,0,1,0,0,0
EVT_01652,0,0,0,0,0,0,0,1,0,0,0
EVT_01654,0,0,0,0,0,0,0,1,0,0,0
EVT_01655,0,0,0,0,0,0,0,1,0,0,0
EVT_01656,0,0,0,0,0,0,0,0,0,1,0
EVT_01657,0,0,0,0,0,0,0,1,0,0,0
EVT_01658,0,0,0,0,0,0,0,1,0,0,0
EVT_01660,0,0,0,0,0,0,0,0,0,1,0
EVT_01661,0,0,0,0,0,0,0,1,0,0,0
EVT_01662,0,0,0,1,0,0,0,0,0,0,0
EVT_01663,0,0,0,0,0,0,0,1,0,0,0
EVT_01664,0,0,1,0,0,0,0,0,0,0,0
EVT_01665,0,0,1,0,0,0,0,0,0,0,0
EVT_01666,0,0,0,0,0,0,0,1,0,0,0
EVT_01667,0,0,0,0,0,0,0,0,0,1,0
EVT_01668,0,0,0,0,0,0,0,1,0,0,0
EVT_01669,0,0,0,0,0,0,0,1,0,0,0
EVT_01670,0,0,1,0,0,0,0,0,0,0,0
EVT_01671,0,0,1,0,0,0,0,0,0,0,0
EVT_01672,0,0,1,0,0,0,0,1,0,0,0
EVT_01673,0,0,0,0,0,0,0,1,0,0,0
EVT_01674,0,0,1,0,0,0,0,0,0,0,0
EVT_01677,0,0,0,1,0,0,0,0,0,0,0
EVT_01684,0,0,1,0,0,0,0,1,0,0,0
EVT_01686,0,0,0,0,0,0,0,1,0,0,0
EVT_01687,0,0,1,0,0,0,0,0,0,0,0
EVT_01688,0,0,1,0,0,0,0,0,0,0,0
EVT_01689,0,0,0,0,0,0,0,1,0,0,0
EVT_01690,0,0,0,0,0,0,0,1,0,0,0
EVT_01691,0,0,0,0,0,0,0,0,0,1,0
EVT_01692,0,0,0,0,0,0,0,1,0,0,0
EVT_01693,0,0,1,1,0,0,0,0,0,0,0
EVT_01694,0,0,0,0,0,0,0,0,0,1,0
EVT_01695,0,0,0,0,0,0,0,1,0,0,0
EVT_01696,0,0,1,0,0,0,0,0,0,0,0
EVT_01697,0,0,0,0,0,0,0,0,0,1,0
EVT_01698,0,0,0,1,0,0,0,0,0,0,0
EVT_01699,0,0,0,0,0,0,0,1,0,0,0
EVT_01700,0,0,0,0,0,0,0,1,0,0,0
EVT_01701,0,0,1,1,0,0,0,0,0,0,0
EVT_01702,0,0,0,0,0,0,0,1,0,0,0
EVT_01703,0,0,0,0,0,0,0,0,0,1,0
EVT_01704,0,0,0,0,0,0,0,1,0,0,0
EVT_01705,0,0,1,0,0,0,0,0,0,0,0
EVT_01706,0,0,1,0,0,0,0,0,0,0,0
EVT_01707,0,0,0,0,0,0,0,1,0,0,0
EVT_01708,0,0,0,0,0,0,0,1,0,0,0
EVT_01710,0,0,0,0,0,0,0,0,0,1,0
EVT_01711,0,0,1,0,0,0,0,0,0,0,0
EVT_01712,0,0,0,0,0,0,0,1,0,0,0
EVT_01713,0,0,0,1,0,0,0,0,0,0,0
EVT_01714,0,0,0,0,0,0,0,0,0,1,0
EVT_01715,0,0,0,0,0,0,0,1,0,0,0
EVT_01716,0,0,0,0,0,0,0,1,0,0,0
EVT_01717,0,0,0,0,0,0,0,1,0,0,0
EVT_01718,0,0,0,0,0,0,0,0,0,1,0
EVT_01720,0,0,0,1,0,0,0,0,0,0,0
EVT_01721,0,0,1,0,0,0,0,1,0,0,0
EVT_01722,0,0,0,1,0,0,0,0,0,0,0
EVT_01723,0,0,0,0,0,0,0,1,0,0,0
EVT_01724,0,0,1,1,0,0,0,0,0,0,0
EVT_01725,0,0,0,0,0,0,0,0,0,1,0
EVT_01726,0,0,0,0,0,0,0,0,0,1,0
EVT_01727,0,0,0,0,0,0,0,0,0,1,0
EVT_01728,0,0,1,0,0,0,0,0,0,0,0
EVT_01729,0,0,0,1,0,0,0,0,0,0,0
EVT_01730,0,0,0,0,0,0,0,1,0,1,0
EVT_01731,0,0,1,0,0,0,0,0,0,0,0
EVT_01732,0,0,1,0,0,0,0,0,0,0,0
EVT_01733,0,0,1,0,0,0,0,0,0,1,0
EVT_01734,0,0,1,1,0,0,0,1,0,1,0
EVT_01735,0,0,1,0,0,0,0,0,0,0,0
EVT_01736,0,0,0,0,0,0,0,1,0,0,0
EVT_01737,0,0,0,0,0,0,0,1,0,0,0
EVT_01738,0,0,0,0,0,0,0,1,0,1,0
EVT_01739,0,0,0,0,0,0,0,1,0,0,0
EVT_01740,0,0,0,1,0,0,0,1,0,1,0
EVT_01741,0,0,1,0,0,0,0,0,0,0,0
EVT_01742,0,0,0,0,0,0,0,0,0,1,0
EVT_01743,0,0,0,0,0,0,0,0,0,1,0
EVT_01744,1,0,0,0,0,0,0,0,0,0,0
EVT_01745,0,0,0,0,0,0,0,0,0,1,0
EVT_01746,0,0,0,0,0,0,0,1,0,0,0
EVT_01747,0,0,0,0,0,0,0,1,0,0,0
EVT_01748,0,0,1,1,0,0,0,0,0,0,0
EVT_01749,0,0,0,1,0,0,0,0,0,0,0
EVT_01750,0,0,1,0,0,0,0,0,0,0,0
EVT_01751,0,0,0,1,0,0,0,0,0,0,0
EVT_01752,0,0,0,0,0,0,0,1,0,0,0
EVT_01753,0,0,0,0,0,0,0,1,0,0,0
EVT_01755,0,0,0,1,0,0,0,0,0,0,0
EVT_01756,0,0,1,0,0,0,0,0,0,0,0
EVT_01757,0,0,0,0,0,0,0,1,0,0,0
EVT_01758,0,0,0,0,0,0,0,1,0,0,0
EVT_01759,0,0,0,0,0,0,0,1,0,0,0
EVT_01761,0,0,0,0,0,0,0,1,0,0,0
EVT_01762,0,0,0,0,0,0,0,1,0,0,0
EVT_01763,0,0,1,0,0,0,0,0,0,0,0
EVT_01765,1,0,0,0,0,0,0,0,0,0,0
EVT_01766,0,0,1,0,0,0,0,0,0,0,0
EVT_01767,0,0,1,0,0,0,0,1,0,0,0
EVT_01768,0,0,0,0,0,0,0,1,0,0,0
EVT_01769,0,0,0,0,0,0,0,0,0,1,0
EVT_01771,0,0,0,0,0,0,0,0,0,1,0
EVT_01772,0,0,0,0,0,0,0,1,0,0,0
EVT_01773,0,0,0,0,0,0,0,1,0,0,0
EVT_01774,0,0,0,0,0,0,0,1,0,0,0
EVT_01775,0,0,0,0,0,0,0,0,0,1,0
EVT_01776,0,0,0,0,0,0,0,0,0,1,0
EVT_01777,0,0,1,0,0,0,0,0,0,0,0
EVT_01778,0,0,1,0,0,0,0,0,0,0,0
EVT_01779,0,0,0,0,0,0,0,1,0,0,0
EVT_01780,0,0,1,0,0,0,0,0,0,0,0
EVT_01781,0,0,1,0,0,0,0,0,0,0,0
EVT_01782,0,0,0,0,0,0,0,0,0,1,0
EVT_01783,0,0,1,0,0,0,0,0,0,1,0
EVT_01784,0,0,0,0,0,0,0,1,0,0,0
EVT_01785,0,0,0,0,0,0,0,1,0,0,0
EVT_01786,0,0,0,1,0,0,0,0,0,0,0
EVT_01787,0,0,1,0,0,0,0,0,0,0,0
EVT_01788,0,0,0,1,0,0,0,0,0,0,0
EVT_01789,0,0,0,0,0,0,0,0,0,1,0
EVT_01790,0,0,1,0,0,0,0,0,0,0,0
EVT_01791,0,0,0,0,0,0,0,1,0,0,0
EVT_01792,0,0,0,1,0,0,0,0,0,0,0
EVT_01793,0,0,0,0,0,0,0,1,0,0,0
EVT_01794,0,0,1,0,0,0,0,0,0,0,0
EVT_01795,1,0,0,0,0,0,0,0,0,0,0
EVT_01796,0,0,0,0,0,0,0,1,0,0,0
EVT_01797,0,0,0,1,0,0,0,0,0,0,0
EVT_01798,0,0,0,1,0,0,0,0,0,0,0
EVT_01799,0,0,0,0,0,0,0,1,0,0,0
EVT_01800,0,0,0,0,0,0,0,1,0,1,0
EVT_01802,0,0,0,1,0,0,0,0,0,0,0
EVT_01803,0,0,1,0,0,0,0,1,0,0,0
EVT_01804,0,0,1,0,0,0,0,0,0,0,0
EVT_01805,0,0,1,0,0,0,0,0,0,0,0
EVT_01806,0,0,0,0,0,0,0,1,0,0,0
EVT_01807,0,0,0,0,0,0,0,0,0,1,0
EVT_01808,0,0,0,0,0,0,0,1,0,0,0
EVT_01809,0,0,1,0,0,0,0,0,0,0,0
EVT_01811,0,0,0,0,0,0,0,1,0,0,0
EVT_01813,0,0,0,0,0,0,0,1,0,0,0
EVT_01814,0,0,0,0,0,0,0,1,0,0,0
EVT_01815,0,0,1,0,0,0,0,0,0,0,0
EVT_01816,0,0,1,0,0,0,0,0,0,0,0
EVT_01817,0,0,0,1,0,0,0,0,0,0,0
EVT_01818,0,0,1,0,0,0,0,0,0,0,0
EVT_01819,0,0,1,0,0,0,0,0,0,0,0
EVT_01820,0,0,1,0,0,0,0,0,0,0,0
EVT_01821,0,0,1,0,0,0,0,0,0,0,0
EVT_01822,0,0,1,0,0,0,0,0,0,0,0
EVT_01823,0,0,1,0,0,0,0,0,0,0,0
EVT_01824,0,0,0,0,0,0,0,1,0,0,0
EVT_01825,0,0,0,0,0,0,0,1,0,0,0
EVT_01826,0,0,0,1,0,0,0,0,0,1,0
EVT_01827,0,0,0,0,0,0,0,1,0,0,0
EVT_01828,0,0,0,1,0,0,0,0,0,0,0
EVT_01829,0,0,1,0,0,0,0,0,0,0,0
EVT_01830,0,0,1,0,0,0,0,0,0,0,0
EVT_01831,0,0,0,0,0,0,0,0,0,1,0
EVT_01832,0,0,0,0,0,0,0,1,0,0,0
EVT_01833,0,0,1,0,0,0,0,0,0,0,0
EVT_01836,0,0,0,0,0,0,0,0,0,0,1
EVT_01837,0,0,0,0,0,0,0,0,0,0,1
EVT_01838,0,0,0,1,0,0,0,0,0,0,0
EVT_01839,1,0,0,0,0,0,0,1,0,1,1
EVT_01840,0,0,0,1,0,0,0,0,0,0,0
EVT_01841,0,0,0,0,0,0,0,1,0,0,0
EVT_01842,0,0,0,0,0,0,0,1,0,0,0
EVT_01843,0,0,0,0,0,0,0,0,0,0,1
EVT_01844,0,0,0,0,0,0,0,0,0,0,1
EVT_01845,0,0,0,0,0,0,0,1,0,0,0
EVT_01846,0,0,0,1,0,0,0,0,0,0,0
EVT_01847,0,0,0,1,0,0,0,0,0,0,0
EVT_01848,0,0,0,1,0,0,0,1,0,1,0
EVT_01849,0,0,0,1,0,0,0,0,0,0,0
EVT_01850,0,0,1,0,0,0,0,0,0,1,0
EVT_01851,0,0,0,0,0,0,0,1,0,0,0
EVT_01852,0,0,1,1,0,0,0,0,0,0,0
EVT_01853,0,0,0,0,0,0,0,0,0,1,0
EVT_01854,0,0,1,1,0,0,0,0,0,0,0
EVT_01855,1,0,0,0,0,0,0,1,0,0,0
EVT_01856,0,0,0,0,0,0,0,0,0,1,0
EVT_01857,0,0,0,0,0,0,0,0,0,1,0
EVT_01858,0,0,0,0,0,0,0,0,0,1,1
EVT_01859,0,0,0,1,0,0,0,0,0,0,0
EVT_01860,0,0,0,0,0,0,0,1,0,0,0
EVT_01861,0,0,0,0,0,0,0,0,0,1,0
EVT_01862,0,0,1,0,0,0,0,1,0,0,0
EVT_01863,0,0,0,0,0,0,0,1,0,0,0
EVT_01864,0,0,0,1,0,0,0,0,0,0,0
EVT_01865,0,0,0,0,0,0,0,1,0,0,0
EVT_01866,0,0,1,0,0,0,0,0,0,0,0
EVT_01867,0,0,0,1,0,0,0,0,0,0,0
EVT_01868,1,0,0,0,0,0,0,1,0,0,0
EVT_01869,0,0,1,0,0,0,0,0,0,0,0
EVT_01870,0,0,0,0,0,0,0,1,0,0,0
EVT_01871,0,0,1,0,0,0,0,0,0,0,0
EVT_01872,0,0,1,0,0,0,0,0,0,0,0
EVT_01873,0,0,0,0,0,0,0,0,0,1,0
EVT_01874,0,0,0,0,0,0,0,0,0,1,0
EVT_01875,0,0,0,1,0,0,0,0,0,0,0
EVT_01876,0,0,0,0,0,0,0,0,0,1,0
EVT_01877,1,0,1,1,0,0,0,0,0,0,0
EVT_01878,0,0,0,0,0,0,0,1,0,1,1
EVT_01879,0,0,0,1,0,0,0,0,0,0,0
EVT_01880,0,0,0,1,0,0,0,1,0,0,0
EVT_01881,0,0,0,0,0,0,0,1,0,0,0
EVT_01882,0,0,0,0,0,0,0,0,0,1,0
EVT_01883,0,0,0,1,0,0,0,0,0,0,0
EVT_01884,0,0,1,0,0,0,0,0,0,0,0
EVT_01886,0,0,1,0,0,0,0,0,0,0,0
EVT_01887,0,0,0,1,0,0,0,0,0,0,0
EVT_01888,0,0,0,1,0,0,0,0,0,0,0
EVT_01889,0,0,1,0,0,0,0,0,0,0,0
EVT_01890,0,0,1,0,0,0,0,0,0,0,0
EVT_01891,1,0,0,0,0,0,0,0,0,0,0
EVT_01892,0,0,0,0,0,0,0,1,0,0,0
EVT_01894,0,0,0,0,0,0,0,0,0,0,1
EVT_01899,0,0,0,0,0,0,0,0,0,1,0
EVT_01900,0,0,1,0,0,0,0,0,0,0,0
EVT_01901,0,0,0,0,0,0,0,0,0,1,0
EVT_01902,0,0,1,0,0,0,0,0,0,0,0
EVT_01903,1,0,0,1,0,0,0,0,0,0,0
EVT_01904,0,0,1,1,0,0,0,1,0,1,0
EVT_01905,0,0,1,0,0,0,0,0,0,0,0
EVT_01906,0,0,1,0,0,0,0,0,0,0,0
EVT_01907,1,0,1,1,0,0,0,0,0,0,0
EVT_01908,0,0,1,0,0,0,0,0,0,1,0
EVT_01909,1,0,0,0,0,0,0,1,0,1,1
EVT_01910,0,0,0,0,0,0,0,1,0,0,0
EVT_01911,0,0,1,0,0,0,0,0,0,1,0
EVT_01913,0,0,0,0,0,0,0,1,0,0,0
EVT_01915,0,0,1,0,0,0,0,0,0,0,0
EVT_01916,0,0,1,1,0,0,0,1,0,0,0
EVT_01917,0,0,0,1,0,0,0,0,0,0,0
EVT_01918,0,0,1,0,0,0,0,0,0,0,0
EVT_01919,0,0,1,0,0,0,0,0,0,0,0
EVT_01920,0,0,1,0,0,0,0,0,0,0,0
EVT_01921,0,0,1,0,0,0,0,0,0,0,0
EVT_01922,0,0,1,0,0,0,0,0,0,0,0
EVT_01923,0,0,1,0,0,0,0,0,0,1,0
EVT_01924,0,0,0,0,0,0,0,0,0,1,0
EVT_01925,0,0,0,0,0,0,0,0,0,1,0
EVT_01926,0,0,0,0,0,0,0,1,0,0,0
EVT_01927,0,0,1,0,0,0,0,0,0,0,0
EVT_01928,0,0,0,0,0,0,0,0,0,1,0
EVT_01929,0,0,1,0,0,0,0,0,0,0,0
EVT_01930,0,0,1,1,0,0,0,0,0,0,0
EVT_01931,0,0,0,0,0,0,0,1,0,0,0
EVT_01932,0,0,1,0,0,0,0,0,0,0,0
EVT_01933,0,0,1,0,0,0,0,0,0,0,0
EVT_01934,0,0,1,0,0,0,0,0,0,0,0
EVT_01935,0,0,0,0,0,0,0,0,0,1,0
EVT_01936,0,0,0,0,0,0,0,1,0,0,0
EVT_01937,0,0,1,0,0,0,0,0,0,0,0
EVT_01938,0,0,0,0,0,0,0,1,0,0,0
EVT_01939,0,0,1,1,0,0,0,0,0,0,0
EVT_01940,0,0,1,0,0,0,0,0,0,0,0
EVT_01941,0,0,0,0,0,0,0,1,0,0,0
EVT_01942,0,0,1,0,0,0,0,0,0,0,0
EVT_01943,0,0,1,0,0,0,0,0,0,0,0
EVT_01944,0,0,0,0,0,0,0,0,0,1,0
EVT_01945,0,0,1,0,0,0,0,0,0,0,0
EVT_01946,0,0,1,0,0,0,0,0,0,0,0
EVT_01947,0,0,1,0,0,0,0,0,0,0,0
EVT_01948,0,0,0,0,0,0,0,1,0,0,0
EVT_01949,0,0,1,0,0,0,0,0,0,1,0
EVT_01950,0,0,1,0,0,0,0,0,0,0,0
EVT_01951,0,0,1,0,0,0,0,0,0,0,0
EVT_01952,0,0,1,0,0,0,0,0,0,0,0
EVT_01953,0,0,0,0,0,0,0,1,0,0,0
EVT_01954,0,0,0,0,0,0,0,1,0,0,0
EVT_01955,0,0,1,0,0,0,0,0,0,0,0
EVT_01956,0,0,1,0,0,0,0,0,0,0,0
EVT_01957,0,0,1,0,0,0,0,0,0,0,0
EVT_01958,0,0,1,0,0,0,0,0,0,0,0
EVT_01959,0,0,1,0,0,0,0,0,0,0,0
EVT_01960,0,0,0,0,0,0,0,1,0,1,0
EVT_01963,0,0,0,0,0,0,0,0,0,1,0
EVT_01964,0,0,1,0,0,0,0,0,0,0,0
EVT_01965,0,0,1,0,0,0,0,1,0,0,1
EVT_01966,0,0,0,0,0,0,0,0,0,1,0
EVT_01967,0,0,1,0,0,0,0,0,0,1,0
EVT_01968,0,0,1,0,0,0,0,0,0,0,0
EVT_01969,0,0,0,0,0,0,0,1,0,0,0
EVT_01970,0,0,1,0,0,0,0,0,0,0,0
EVT_01971,0,0,0,0,0,0,0,1,0,0,0
EVT_01972,0,0,1,0,0,0,0,0,0,0,0
EVT_01973,0,0,1,1,0,0,0,0,0,1,0
EVT_01974,0,0,1,0,0,0,0,0,0,0,0
EVT_01975,0,0,0,0,0,0,0,0,0,1,0
EVT_01976,0,0,1,0,0,0,0,0,0,0,0
EVT_01977,0,0,0,0,0,0,0,0,0,1,0
EVT_01978,0,0,1,0,0,0,0,0,0,0,0
EVT_01979,0,0,0,0,0,0,0,0,0,1,0
EVT_01980,0,0,1,0,0,0,0,0,0,0,0
EVT_01982,0,0,0,1,0,0,0,0,0,0,0
EVT_01983,0,0,1,1,0,0,0,0,0,1,0
EVT_01984,0,0,0,0,0,0,0,0,0,1,0
EVT_01985,0,0,1,0,0,0,0,0,0,0,0
EVT_01986,0,0,0,1,0,0,0,0,0,0,0
EVT_01987,0,0,0,0,0,0,0,1,0,0,0
EVT_01988,0,0,1,0,0,0,0,0,0,0,0
EVT_01989,0,0,1,0,0,0,0,0,0,0,0
EVT_01990,0,0,0,0,0,0,0,0,0,1,0
EVT_01991,0,0,1,0,0,0,0,0,0,0,0
EVT_01992,0,0,0,0,0,0,0,0,0,1,0
EVT_01993,0,0,1,0,0,0,0,0,0,0,0
EVT_01994,0,0,1,0,0,0,0,0,0,0,0
EVT_01995,0,0,1,0,0,0,0,0,0,0,0
EVT_01996,0,0,1,0,0,0,0,0,0,0,0
EVT_01998,0,0,0,0,0,0,0,1,0,0,0
EVT_01999,0,0,1,0,0,0,0,0,0,0,0
EVT_02000,0,0,0,0,0,0,0,0,0,1,0
EVT_02001,0,0,0,0,0,0,0,1,0,0,0
EVT_02002,0,0,1,0,0,0,0,0,0,0,0
EVT_02003,0,0,0,0,0,0,0,0,0,1,0
EVT_02004,0,0,1,0,0,0,0,0,0,0,0
EVT_02005,0,0,1,0,0,0,0,0,0,0,0
EVT_02006,0,0,0,0,0,0,0,1,0,0,0
EVT_02007,0,0,0,0,0,0,0,1,0,0,0
EVT_02009,0,0,1,0,0,0,0,0,0,0,0
EVT_02010,0,0,1,1,0,0,0,1,0,1,0
EVT_02011,0,0,1,0,0,0,0,0,0,0,0
EVT_02012,0,0,1,0,0,0,0,0,0,0,0
EVT_02013,0,0,0,0,0,0,0,0,0,1,0
EVT_02015,0,0,1,0,0,0,0,1,0,0,0
EVT_02017,0,0,1,0,0,0,0,0,0,0,0
EVT_02018,0,0,1,0,0,0,0,0,0,0,0
EVT_02019,0,0,1,1,0,0,0,0,0,0,0
EVT_02020,0,0,0,0,0,0,0,1,0,0,0
EVT_02021,0,0,1,0,0,0,0,0,0,0,0
EVT_02022,0,0,0,0,0,0,0,1,0,0,0
EVT_02023,0,0,0,0,0,0,0,0,0,1,0
EVT_02025,0,0,1,0,0,0,0,0,0,0,0
EVT_02026,0,0,0,0,0,0,0,0,0,1,0
EVT_02027,0,0,1,0,0,0,0,0,0,0,0
EVT_02028,0,0,1,0,0,0,0,0,0,0,0
EVT_02029,0,0,0,0,0,0,0,1,0,0,0
EVT_02030,0,0,1,0,0,0,0,0,0,0,0
EVT_02031,0,0,0,0,0,0,0,1,0,0,0
EVT_02032,0,0,0,1,0,0,0,0,0,0,0
EVT_02033,0,0,1,0,0,0,0,0,0,0,0
EVT_02034,0,0,0,1,0,0,0,0,0,0,0
EVT_02035,0,0,0,0,0,0,0,0,0,1,0
EVT_02037,0,0,0,0,0,0,0,1,0,0,0
EVT_02038,0,0,0,0,0,0,0,1,0,0,0
EVT_02040,0,0,0,0,0,0,0,1,0,0,0
EVT_02041,0,0,0,0,0,0,0,1,0,0,0
EVT_02042,0,0,1,0,0,0,0,0,0,0,0
EVT_02043,1,0,0,0,0,0,0,0,0,0,0
EVT_02044,0,0,0,0,0,0,0,1,0,0,0
EVT_02045,0,0,0,1,0,0,0,0,0,0,0
EVT_02046,0,0,1,0,0,0,0,0,0,0,0
EVT_02048,0,0,0,0,0,0,0,1,0,0,0
EVT_02049,0,0,0,0,0,0,0,1,0,0,0
EVT_02050,0,0,0,1,0,0,0,0,0,0,0
EVT_02051,0,0,1,0,0,0,0,0,0,0,0
EVT_02052,0,0,0,0,0,0,0,1,0,0,0
EVT_02053,0,0,0,0,0,0,0,1,0,0,0
EVT_02054,0,0,0,0,0,0,0,1,0,0,0
EVT_02055,0,0,0,1,0,0,0,0,0,0,0
EVT_02056,0,0,0,0,0,0,0,1,0,0,0
EVT_02057,0,0,0,0,0,0,0,0,0,1,0
EVT_02058,0,0,0,0,0,0,0,0,0,1,0
EVT_02059,0,0,0,0,0,0,0,1,0,0,0
EVT_02060,0,0,0,0,0,0,0,1,0,0,0
EVT_02061,0,0,0,0,0,0,0,0,0,1,0
EVT_02062,0,0,0,0,0,0,0,0,0,1,0
EVT_02063,0,0,1,0,0,0,0,0,0,0,0
EVT_02065,0,0,0,0,0,0,0,0,0,1,0
EVT_02066,0,0,0,0,0,0,0,1,0,0,0
EVT_02067,0,0,0,0,0,0,0,1,0,0,0
EVT_02069,0,0,0,0,0,0,0,0,0,1,0
EVT_02070,0,0,0,0,0,0,0,1,0,0,0
EVT_02071,1,0,0,0,0,0,0,0,0,0,0
EVT_02072,0,0,0,0,0,0,0,1,0,0,0
EVT_02073,0,0,0,0,0,0,0,1,0,0,0
EVT_02074,0,0,1,0,0,0,0,0,0,0,0
EVT_02075,0,0,0,1,0,0,0,0,0,0,0
EVT_02076,0,0,0,0,0,0,0,0,0,1,0
EVT_02077,0,0,1,0,0,0,0,0,0,0,0
EVT_02079,0,0,0,0,0,0,0,0,0,1,0
EVT_02081,0,0,0,0,0,0,0,0,0,1,0
EVT_02082,0,0,0,0,0,0,0,0,0,1,0
EVT_02083,0,0,0,0,0,0,0,1,0,0,0
EVT_02084,0,0,0,0,0,0,0,0,0,1,0
EVT_02094,0,0,0,0,0,0,0,1,0,0,0
EVT_02095,0,0,0,0,0,0,0,1,0,0,0
EVT_02097,0,0,1,1,0,0,0,0,0,0,0
EVT_02098,0,0,0,1,0,0,0,0,0,0,0
EVT_02099,0,0,1,0,0,0,0,0,0,0,0
EVT_02100,0,0,1,0,0,0,0,0,0,0,0
EVT_02101,0,0,1,0,0,0,0,0,0,0,0
EVT_02102,0,0,0,0,0,0,0,1,0,0,0
EVT_02103,0,0,1,0,0,0,0,0,0,0,0
EVT_02104,0,0,1,0,0,0,0,0,0,0,0
EVT_02105,0,0,1,0,0,0,0,0,0,0,0
EVT_02106,0,0,1,0,0,0,0,0,0,0,0
EVT_02107,0,0,0,0,0,0,0,1,0,0,0
EVT_02109,0,0,1,0,0,0,0,0,0,0,0
